n,Resultado,Tempo_Relogio(ms),Tempo_CPU_Usuario(ms),Tempo_CPU_Sistema(ms)
4,24,0.003708,0.0019,0.0019
4,24,0.004091,0.0021,0.0022
4,24,0.00392,0.0021,0.002
4,24,0.00405,0.0022,0.0022
4,24,0.003556,0.0019,0.0018
4,24,0.003113,0.0017,0.0016
4,24,0.003093,0.0017,0.0016
4,24,0.003073,0.0016,0.0015
4,24,0.003073,0.0017,0.0016
4,24,0.003073,0.0016,0.0015
4,24,0.003063,0.0017,0.0016
4,24,0.003073,0.0017,0.0016
4,24,0.003053,0.0016,0.0015
4,24,0.003084,0.0017,0.0017
4,24,0.003063,0.0016,0.0016
4,24,0.003063,0.0016,0.0016
4,24,0.003063,0.0016,0.0016
4,24,0.003073,0.0016,0.0016
4,24,0.003073,0.0017,0.0016
4,24,0.003063,0.0016,0.0016
4,24,0.003063,0.0016,0.0016
4,24,0.003073,0.0016,0.0016
4,24,0.003063,0.0016,0.0016
4,24,0.003083,0.0017,0.0016
4,24,0.003063,0.0016,0.0016
4,24,0.003063,0.0017,0.0016
4,24,0.003063,0.0016,0.0016
4,24,0.003063,0.0016,0.0015
4,24,0.003083,0.0017,0.0016
4,24,0.003063,0.0016,0.0016
4,24,0.003083,0.0016,0.0016
5,120,0.002539,0.0014,0.0014
5,120,0.002287,0.0013,0.0011
5,120,0.002287,0.0013,0.0011
5,120,0.002287,0.0013,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002267,0.0012,0.0011
5,120,0.002267,0.0012,0.0012
5,120,0.002277,0.0012,0.0012
5,120,0.002277,0.0012,0.0012
5,120,0.002287,0.0013,0.0012
5,120,0.002267,0.0012,0.0012
5,120,0.002277,0.0012,0.0012
5,120,0.002267,0.0012,0.0012
5,120,0.002257,0.0013,0.0011
5,120,0.002257,0.0012,0.0011
5,120,0.002277,0.0012,0.0012
5,120,0.002277,0.0012,0.0012
5,120,0.002287,0.0012,0.0012
5,120,0.002277,0.0012,0.0012
5,120,0.002257,0.0012,0.0012
5,120,0.002267,0.0012,0.0012
5,120,0.002256,0.0012,0.0012
5,120,0.002257,0.0012,0.0011
5,120,0.002267,0.0012,0.0012
5,120,0.002267,0.0013,0.0011
5,120,0.002257,0.0012,0.0012
5,120,0.002256,0.0012,0.0011
5,120,0.002257,0.0012,0.0012
5,120,0.002267,0.0012,0.0012
5,120,0.002267,0.0012,0.0012
5,120,0.002257,0.0012,0.0011
5,120,0.002257,0.0012,0.0012
5,120,0.002257,0.0012,0.0011
5,120,0.002257,0.0012,0.0012
5,120,0.002257,0.0012,0.0012
5,120,0.002257,0.0012,0.0012
5,120,0.002257,0.0012,0.0012
5,120,0.002257,0.0012,0.0011
5,120,0.002266,0.0012,0.0012
5,120,0.002257,0.0012,0.0011
5,120,0.002247,0.0012,0.0012
5,120,0.002257,0.0012,0.0011
5,120,0.002872,0.0015,0.0015
5,120,0.002891,0.0015,0.0015
5,120,0.002892,0.0016,0.0015
5,120,0.002308,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002307,0.0013,0.0012
5,120,0.002318,0.0012,0.0012
5,120,0.002317,0.0012,0.0012
5,120,0.002317,0.0012,0.0012
5,120,0.002377,0.0013,0.0012
5,120,0.002307,0.0012,0.0011
5,120,0.002307,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002297,0.0013,0.0011
5,120,0.002297,0.0012,0.0012
5,120,0.002297,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002932,0.0015,0.0015
5,120,0.002307,0.0013,0.0011
5,120,0.002307,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002317,0.0013,0.0012
5,120,0.002317,0.0013,0.0012
5,120,0.002317,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002297,0.0013,0.0011
5,120,0.002308,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002317,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002297,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002308,0.0013,0.0012
5,120,0.002307,0.0013,0.0011
5,120,0.002307,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002308,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002297,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002307,0.0013,0.0012
5,120,0.002308,0.0013,0.0012
5,120,0.002307,0.0012,0.0011
5,120,0.002297,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002308,0.0012,0.0012
5,120,0.002297,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
5,120,0.002307,0.0012,0.0012
6,720,0.002469,0.0014,0.0013
6,720,0.002408,0.0013,0.0013
6,720,0.002348,0.0013,0.0013
6,720,0.002358,0.0012,0.0012
6,720,0.002367,0.0013,0.0012
6,720,0.002398,0.0013,0.0012
6,720,0.002358,0.0012,0.0012
6,720,0.002357,0.0013,0.0012
6,720,0.002378,0.0013,0.0013
6,720,0.002368,0.0013,0.0013
6,720,0.002347,0.0012,0.0012
6,720,0.002378,0.0013,0.0012
6,720,0.002358,0.0013,0.0012
6,720,0.002358,0.0013,0.0013
6,720,0.002357,0.0012,0.0012
6,720,0.002348,0.0012,0.0012
6,720,0.002347,0.0013,0.0012
6,720,0.002348,0.0013,0.0012
6,720,0.002347,0.0012,0.0012
6,720,0.002347,0.0013,0.0012
6,720,0.002348,0.0013,0.0013
6,720,0.002347,0.0012,0.0012
6,720,0.002338,0.0012,0.0012
6,720,0.002357,0.0013,0.0013
6,720,0.002337,0.0012,0.0012
6,720,0.002348,0.0012,0.0012
6,720,0.002347,0.0013,0.0012
6,720,0.002348,0.0012,0.0012
6,720,0.002347,0.0012,0.0012
6,720,0.002347,0.0013,0.0013
6,720,0.002348,0.0012,0.0012
6,720,0.002357,0.0012,0.0012
6,720,0.002348,0.0013,0.0013
6,720,0.002358,0.0012,0.0012
6,720,0.002337,0.0013,0.0012
6,720,0.002348,0.0013,0.0013
6,720,0.002338,0.0012,0.0012
6,720,0.002337,0.0013,0.0012
6,720,0.002338,0.0013,0.0013
6,720,0.002337,0.0012,0.0012
6,720,0.002368,0.0013,0.0013
6,720,0.002348,0.0013,0.0013
6,720,0.002348,0.0012,0.0012
6,720,0.002347,0.0013,0.0012
6,720,0.002348,0.0012,0.0012
6,720,0.002348,0.0013,0.0012
6,720,0.002347,0.0012,0.0012
6,720,0.002337,0.0013,0.0012
6,720,0.002348,0.0013,0.0012
6,720,0.002347,0.0013,0.0013
6,720,0.002358,0.0012,0.0012
6,720,0.002347,0.0012,0.0012
6,720,0.002348,0.0013,0.0013
6,720,0.002347,0.0013,0.0013
6,720,0.002347,0.0012,0.0012
6,720,0.002348,0.0013,0.0013
6,720,0.002357,0.0012,0.0012
6,720,0.002348,0.0012,0.0012
6,720,0.002357,0.0013,0.0012
6,720,0.002348,0.0013,0.0012
6,720,0.002358,0.0013,0.0013
6,720,0.002347,0.0012,0.0012
6,720,0.002338,0.0013,0.0012
6,720,0.002357,0.0013,0.0013
6,720,0.002358,0.0013,0.0012
6,720,0.002347,0.0012,0.0012
6,720,0.002358,0.0013,0.0012
6,720,0.002348,0.0013,0.0012
6,720,0.002347,0.0012,0.0012
6,720,0.002358,0.0013,0.0013
6,720,0.002347,0.0013,0.0012
6,720,0.002347,0.0012,0.0012
6,720,0.002348,0.0013,0.0013
6,720,0.002348,0.0012,0.0012
6,720,0.002347,0.0013,0.0012
6,720,0.002388,0.0013,0.0013
6,720,0.002368,0.0013,0.0013
6,720,0.002348,0.0012,0.0012
6,720,0.002347,0.0012,0.0012
6,720,0.002348,0.0013,0.0012
6,720,0.002347,0.0013,0.0012
6,720,0.002358,0.0012,0.0012
6,720,0.002357,0.0012,0.0012
6,720,0.002388,0.0013,0.0012
6,720,0.002367,0.0013,0.0012
6,720,0.002358,0.0013,0.0012
6,720,0.002357,0.0013,0.0013
6,720,0.002358,0.0013,0.0012
6,720,0.002347,0.0012,0.0012
6,720,0.002337,0.0013,0.0013
6,720,0.002348,0.0012,0.0012
6,720,0.002347,0.0013,0.0012
6,720,0.002408,0.0013,0.0013
6,720,0.002348,0.0013,0.0013
6,720,0.002347,0.0012,0.0012
6,720,0.002348,0.0013,0.0012
6,720,0.002357,0.0013,0.0013
6,720,0.002348,0.0013,0.0013
6,720,0.002347,0.0012,0.0012
6,720,0.002347,0.0013,0.0013
7,5040,0.036049,0.0124,0.0016
7,5040,0.006659,0.0025,0.0021
7,5040,0.003174,0.0017,0.0016
7,5040,0.006589,0.0026,0.002
7,5040,0.002841,0.0016,0.0015
7,5040,0.002438,0.0014,0.0013
7,5040,0.002438,0.0013,0.0013
7,5040,0.002398,0.0013,0.0013
7,5040,0.002478,0.0013,0.0013
7,5040,0.002438,0.0013,0.0013
7,5040,0.002398,0.0013,0.0013
7,5040,0.002408,0.0013,0.0013
7,5040,0.002388,0.0013,0.0012
7,5040,0.002398,0.0013,0.0013
7,5040,0.002429,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0013,0.0013
7,5040,0.002408,0.0013,0.0012
7,5040,0.002418,0.0013,0.0013
7,5040,0.002408,0.0013,0.0012
7,5040,0.002398,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002388,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0013,0.0012
7,5040,0.002408,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0014,0.0013
7,5040,0.002398,0.0013,0.0013
7,5040,0.002408,0.0013,0.0012
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0013,0.0013
7,5040,0.002398,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002408,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002387,0.0013,0.0013
7,5040,0.002388,0.0013,0.0013
7,5040,0.002388,0.0013,0.0012
7,5040,0.002398,0.0013,0.0013
7,5040,0.002398,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0012,0.0012
7,5040,0.002409,0.0013,0.0013
7,5040,0.002398,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0013,0.0013
7,5040,0.002398,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002409,0.0013,0.0012
7,5040,0.002408,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0012,0.0013
7,5040,0.002398,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002397,0.0013,0.0012
7,5040,0.002398,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0013,0.0013
7,5040,0.002398,0.0013,0.0013
7,5040,0.002388,0.0013,0.0012
7,5040,0.002408,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0013,0.0013
7,5040,0.002397,0.0013,0.0012
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0013,0.0013
7,5040,0.002388,0.0013,0.0013
7,5040,0.002408,0.0013,0.0012
7,5040,0.002398,0.0013,0.0013
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0013,0.0013
7,5040,0.002408,0.0013,0.0012
7,5040,0.002398,0.0013,0.0012
7,5040,0.002398,0.0013,0.0013
