n,Resultado,Tempo_Relogio(ms),Tempo_CPU_Usuario(ms),Tempo_CPU_Sistema(ms)
5,5,0.002287,0.0013,0.0011
5,5,0.002287,0.0012,0.0012
5,5,0.002297,0.0012,0.0012
5,5,0.002287,0.0012,0.0012
5,5,0.002317,0.0012,0.0012
5,5,0.002327,0.0012,0.0012
5,5,0.002287,0.0012,0.0012
5,5,0.002287,0.0012,0.0012
5,5,0.002287,0.0012,0.0012
5,5,0.002317,0.0013,0.0012
5,5,0.002287,0.0012,0.0012
5,5,0.002308,0.0012,0.0012
5,5,0.002318,0.0013,0.0012
5,5,0.002308,0.0012,0.0012
5,5,0.002297,0.0012,0.0012
5,5,0.002328,0.0012,0.0012
5,5,0.002308,0.0013,0.0012
5,5,0.002287,0.0013,0.0011
5,5,0.002287,0.0012,0.0011
5,5,0.002287,0.0012,0.0012
5,5,0.002317,0.0012,0.0012
5,5,0.002327,0.0012,0.0012
5,5,0.002327,0.0012,0.0012
5,5,0.002298,0.0013,0.0012
5,5,0.002328,0.0013,0.0012
5,5,0.002318,0.0012,0.0012
5,5,0.002308,0.0012,0.0012
5,5,0.002297,0.0012,0.0012
5,5,0.002297,0.0012,0.0012
5,5,0.002337,0.0012,0.0012
5,5,0.002318,0.0012,0.0012
5,5,0.002287,0.0012,0.0011
5,5,0.002318,0.0013,0.0012
5,5,0.002287,0.0012,0.0012
5,5,0.002317,0.0012,0.0012
5,5,0.002307,0.0013,0.0012
5,5,0.002307,0.0013,0.0012
5,5,0.002327,0.0012,0.0012
5,5,0.002307,0.0012,0.0012
5,5,0.002328,0.0013,0.0012
5,5,0.002317,0.0012,0.0012
5,5,0.002307,0.0012,0.0012
5,5,0.002298,0.0013,0.0012
5,5,0.002308,0.0012,0.0012
5,5,0.002297,0.0012,0.0012
5,5,0.002317,0.0012,0.0012
5,5,0.002287,0.0012,0.0012
5,5,0.002297,0.0012,0.0012
5,5,0.002307,0.0013,0.0012
5,5,0.002327,0.0012,0.0012
5,5,0.002287,0.0012,0.0011
5,5,0.002287,0.0012,0.0011
5,5,0.002307,0.0013,0.0011
5,5,0.002297,0.0012,0.0012
5,5,0.002327,0.0012,0.0012
5,5,0.002287,0.0012,0.0012
5,5,0.002307,0.0012,0.0012
5,5,0.002297,0.0013,0.0012
5,5,0.002307,0.0013,0.0012
5,5,0.002327,0.0012,0.0012
5,5,0.002328,0.0013,0.0012
5,5,0.002317,0.0013,0.0012
5,5,0.002327,0.0012,0.0012
5,5,0.002318,0.0012,0.0012
5,5,0.002318,0.0012,0.0012
5,5,0.002288,0.0012,0.0012
5,5,0.002277,0.0012,0.0012
5,5,0.002297,0.0012,0.0012
5,5,0.002307,0.0012,0.0012
5,5,0.002287,0.0012,0.0012
6,8,0.002458,0.0013,0.0014
6,8,0.002398,0.0013,0.0012
6,8,0.002347,0.0012,0.0012
6,8,0.002328,0.0013,0.0012
6,8,0.002327,0.0012,0.0012
6,8,0.002317,0.0012,0.0011
6,8,0.002327,0.0012,0.0012
6,8,0.002327,0.0012,0.0012
6,8,0.002327,0.0013,0.0012
6,8,0.002327,0.0013,0.0012
6,8,0.002317,0.0012,0.0012
6,8,0.002317,0.0012,0.0012
6,8,0.002317,0.0012,0.0012
6,8,0.002337,0.0012,0.0012
6,8,0.002317,0.0012,0.0011
6,8,0.002317,0.0012,0.0011
6,8,0.002317,0.0012,0.0012
6,8,0.002328,0.0012,0.0012
